Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_96_699,VPWR,li1,327.2900,274.7200,1.798526
FILLER_96_696,VPWR,li1,326.3700,274.7200,1.798437
FILLER_96_693,VPWR,li1,324.9900,274.7200,1.798437
FILLER_96_657,VPWR,li1,308.4300,274.7200,1.798092
FILLER_96_654,VPWR,li1,307.0500,274.7200,1.798084
FILLER_96_651,VPWR,li1,305.6700,274.7200,1.798073
FILLER_96_648,VPWR,li1,304.2900,274.7200,1.798073
FILLER_96_645,VPWR,li1,302.9100,274.7200,1.798063
FILLER_96_641,VPWR,li1,301.0700,274.7200,1.798057
FILLER_96_638,VPWR,li1,299.6900,274.7200,1.798057
FILLER_96_628,VPWR,li1,295.0900,274.7200,1.798047
FILLER_96_625,VPWR,li1,293.7100,274.7200,1.798043
FILLER_96_612,VPWR,li1,287.2700,274.7200,1.798038
FILLER_96_609,VPWR,li1,286.3500,274.7200,1.798037
FILLER_96_606,VPWR,li1,284.9700,274.7200,1.798037
FILLER_96_597,VPWR,li1,280.8300,274.7200,1.798040
FILLER_96_586,VPWR,li1,275.5400,274.7200,1.798057
FILLER_96_583,VPWR,li1,274.3900,274.7200,1.798057
FILLER_96_565,VPWR,li1,265.6500,274.7200,1.798104
FILLER_96_562,VPWR,li1,264.7300,274.7200,1.798104
FILLER_96_559,VPWR,li1,263.3500,274.7200,1.798117
FILLER_96_556,VPWR,li1,261.9700,274.7200,1.798117
FILLER_96_553,VPWR,li1,260.5900,274.7200,1.798127
FILLER_96_536,VPWR,li1,252.5400,274.7200,1.798187
FILLER_96_533,VPWR,li1,251.3900,274.7200,1.798212
FILLER_96_530,VPWR,li1,249.7800,274.7200,1.798212
FILLER_96_522,VPWR,li1,245.8700,274.7200,1.798266
FILLER_96_515,VPWR,li1,242.8800,274.7200,1.798288
FILLER_96_512,VPWR,li1,241.7300,274.7200,1.798315
FILLER_96_509,VPWR,li1,240.3500,274.7200,1.798315
FILLER_96_506,VPWR,li1,238.9700,274.7200,1.798336
FILLER_96_491,VPWR,li1,231.8400,274.7200,1.798417
FILLER_96_488,VPWR,li1,230.6900,274.7200,1.798449
FILLER_96_477,VPWR,li1,225.1700,274.7200,1.798508
FILLER_96_466,VPWR,li1,220.1100,274.7200,1.798587
FILLER_96_463,VPWR,li1,219.1900,274.7200,1.798587
FILLER_96_458,VPWR,li1,216.4300,274.7200,1.798633
FILLER_96_455,VPWR,li1,215.5100,274.7200,1.798676
FILLER_96_452,VPWR,li1,214.1300,274.7200,1.798676
FILLER_96_424,VPWR,li1,201.0200,274.7200,1.798955
FILLER_96_421,VPWR,li1,199.8700,274.7200,1.798955
FILLER_96_418,VPWR,li1,198.2600,274.7200,1.798996
FILLER_96_415,VPWR,li1,197.1100,274.7200,1.799056
FILLER_96_361,VPWR,li1,172.2700,274.7200,1.799603
FILLER_96_323,VPWR,li1,154.3300,274.7200,1.799440
FILLER_96_318,VPWR,li1,152.0300,274.7200,1.799422
FILLER_96_305,VPWR,li1,146.5100,274.7200,1.799388
FILLER_96_268,VPWR,li1,129.0300,274.7200,1.799325
FILLER_96_265,VPWR,li1,128.1100,274.7200,1.799325
FILLER_96_262,VPWR,li1,126.7300,274.7200,1.799320
FILLER_96_259,VPWR,li1,125.3500,274.7200,1.799320
FILLER_96_256,VPWR,li1,123.9700,274.7200,1.799317
FILLER_96_253,VPWR,li1,122.5900,274.7200,1.799317
FILLER_96_250,VPWR,li1,120.9800,274.7200,1.799313
FILLER_96_247,VPWR,li1,119.8300,274.7200,1.799311
FILLER_96_244,VPWR,li1,118.4500,274.7200,1.799311
FILLER_96_241,VPWR,li1,117.0700,274.7200,1.799308
FILLER_96_238,VPWR,li1,115.6900,274.7200,1.799308
FILLER_96_235,VPWR,li1,114.3100,274.7200,1.799305
FILLER_96_232,VPWR,li1,112.9300,274.7200,1.799305
FILLER_96_209,VPWR,li1,102.1200,274.7200,1.799308
FILLER_96_206,VPWR,li1,100.9700,274.7200,1.799311
FILLER_96_203,VPWR,li1,99.5900,274.7200,1.799311
FILLER_96_200,VPWR,li1,98.2100,274.7200,1.799315
FILLER_96_197,VPWR,li1,96.8300,274.7200,1.799315
FILLER_96_193,VPWR,li1,94.9900,274.7200,1.799317
FILLER_96_144,VPWR,li1,71.9900,274.7200,1.799418
FILLER_96_141,VPWR,li1,71.0700,274.7200,1.799438
FILLER_96_138,VPWR,li1,69.4600,274.7200,1.799438
FILLER_96_127,VPWR,li1,64.4000,274.7200,1.799479
FILLER_96_124,VPWR,li1,63.2500,274.7200,1.799496
FILLER_96_106,VPWR,li1,54.7400,274.7200,1.799560
FILLER_96_96,VPWR,li1,50.1400,274.7200,1.799600
FILLER_96_85,VPWR,li1,45.0800,274.7200,1.799658
FILLER_96_32,VPWR,li1,20.7000,274.7200,1.799874
FILLER_96_29,VPWR,li1,19.5500,274.7200,1.799874
FILLER_96_27,VPWR,li1,18.1700,274.7200,1.799872
FILLER_96_24,VPWR,li1,17.2500,274.7200,1.799872
FILLER_95_766,VPWR,li1,358.3400,269.2800,1.796463
FILLER_95_763,VPWR,li1,357.1900,269.2800,1.796467
FILLER_95_725,VPWR,li1,339.7100,269.2800,1.797055
FILLER_95_722,VPWR,li1,338.3300,269.2800,1.797055
FILLER_95_719,VPWR,li1,336.9500,269.2800,1.797360
FILLER_95_716,VPWR,li1,335.5700,269.2800,1.797360
FILLER_95_682,VPWR,li1,319.4700,269.2800,1.797979
FILLER_95_679,VPWR,li1,318.5500,269.2800,1.797979
FILLER_95_676,VPWR,li1,317.1700,269.2800,1.797943
FILLER_95_673,VPWR,li1,315.7900,269.2800,1.797943
FILLER_95_669,VPWR,li1,313.9500,269.2800,1.797919
FILLER_95_647,VPWR,li1,303.3700,269.2800,1.797826
FILLER_95_644,VPWR,li1,302.4500,269.2800,1.797826
FILLER_95_641,VPWR,li1,301.0700,269.2800,1.797832
FILLER_95_638,VPWR,li1,299.6900,269.2800,1.797832
FILLER_95_635,VPWR,li1,298.3100,269.2800,1.797840
FILLER_95_632,VPWR,li1,296.9300,269.2800,1.797840
FILLER_95_629,VPWR,li1,295.5500,269.2800,1.797848
FILLER_95_626,VPWR,li1,294.1700,269.2800,1.797848
FILLER_95_623,VPWR,li1,292.7900,269.2800,1.797856
FILLER_95_620,VPWR,li1,291.4100,269.2800,1.797856
FILLER_95_617,VPWR,li1,290.0300,269.2800,1.797865
FILLER_95_614,VPWR,li1,288.4200,269.2800,1.797872
FILLER_95_611,VPWR,li1,287.2700,269.2800,1.797872
FILLER_95_608,VPWR,li1,285.8900,269.2800,1.797878
FILLER_95_605,VPWR,li1,284.5100,269.2800,1.797887
FILLER_95_602,VPWR,li1,283.1300,269.2800,1.797887
FILLER_95_599,VPWR,li1,281.7500,269.2800,1.797894
FILLER_95_596,VPWR,li1,280.3700,269.2800,1.797902
FILLER_95_593,VPWR,li1,278.9900,269.2800,1.797902
FILLER_95_590,VPWR,li1,277.6100,269.2800,1.797909
FILLER_95_581,VPWR,li1,273.4700,269.2800,1.797929
FILLER_95_578,VPWR,li1,272.0900,269.2800,1.797945
FILLER_95_575,VPWR,li1,270.7100,269.2800,1.797945
FILLER_95_572,VPWR,li1,269.3300,269.2800,1.797959
FILLER_95_561,VPWR,li1,264.0400,269.2800,1.797992
FILLER_95_559,VPWR,li1,262.8900,269.2800,1.798009
FILLER_95_556,VPWR,li1,261.9700,269.2800,1.798009
FILLER_95_553,VPWR,li1,260.5900,269.2800,1.798033
FILLER_95_550,VPWR,li1,259.2100,269.2800,1.798033
FILLER_95_547,VPWR,li1,257.8300,269.2800,1.798056
FILLER_95_544,VPWR,li1,256.4500,269.2800,1.798056
FILLER_95_541,VPWR,li1,255.0700,269.2800,1.798076
FILLER_95_538,VPWR,li1,253.6900,269.2800,1.798092
FILLER_95_535,VPWR,li1,252.3100,269.2800,1.798092
FILLER_95_532,VPWR,li1,250.9300,269.2800,1.798108
FILLER_95_521,VPWR,li1,245.4100,269.2800,1.798166
FILLER_95_518,VPWR,li1,244.4900,269.2800,1.798166
FILLER_95_515,VPWR,li1,243.1100,269.2800,1.798195
FILLER_95_505,VPWR,li1,238.5100,269.2800,1.798238
FILLER_95_497,VPWR,li1,234.3700,269.2800,1.798294
FILLER_95_494,VPWR,li1,233.4500,269.2800,1.798319
FILLER_95_491,VPWR,li1,232.0700,269.2800,1.798319
FILLER_95_475,VPWR,li1,224.7100,269.2800,1.798425
FILLER_95_461,VPWR,li1,217.8100,269.2800,1.798532
FILLER_95_449,VPWR,li1,212.7500,269.2800,1.798624
FILLER_95_447,VPWR,li1,211.3700,269.2800,1.798673
FILLER_95_444,VPWR,li1,210.4500,269.2800,1.798673
FILLER_95_405,VPWR,li1,192.5100,269.2800,1.799108
FILLER_95_402,VPWR,li1,191.1300,269.2800,1.799186
FILLER_95_390,VPWR,li1,185.3800,269.2800,1.799324
FILLER_95_359,VPWR,li1,170.8900,269.2800,1.799564
FILLER_95_356,VPWR,li1,169.9700,269.2800,1.799543
FILLER_95_329,VPWR,li1,157.0900,269.2800,1.799457
FILLER_95_326,VPWR,li1,156.1700,269.2800,1.799457
FILLER_95_312,VPWR,li1,149.7300,269.2800,1.799419
FILLER_95_309,VPWR,li1,148.3500,269.2800,1.799404
FILLER_95_306,VPWR,li1,146.9700,269.2800,1.799404
FILLER_95_296,VPWR,li1,142.1400,269.2800,1.799377
FILLER_95_284,VPWR,li1,136.8500,269.2800,1.799344
FILLER_95_277,VPWR,li1,133.6300,269.2800,1.799335
FILLER_95_274,VPWR,li1,132.2500,269.2800,1.799323
FILLER_95_271,VPWR,li1,130.8700,269.2800,1.799323
FILLER_95_268,VPWR,li1,129.4900,269.2800,1.799310
FILLER_95_234,VPWR,li1,113.6200,269.2800,1.799265
FILLER_95_223,VPWR,li1,108.3300,269.2800,1.799256
FILLER_95_220,VPWR,li1,107.4100,269.2800,1.799256
FILLER_95_217,VPWR,li1,106.0300,269.2800,1.799253
FILLER_95_194,VPWR,li1,95.2200,269.2800,1.799242
FILLER_95_183,VPWR,li1,90.1600,269.2800,1.799238
FILLER_95_173,VPWR,li1,85.3300,269.2800,1.799271
FILLER_95_167,VPWR,li1,82.5700,269.2800,1.799283
FILLER_95_149,VPWR,li1,74.7500,269.2800,1.799353
FILLER_95_146,VPWR,li1,73.3700,269.2800,1.799353
FILLER_95_128,VPWR,li1,65.0900,269.2800,1.799429
FILLER_95_125,VPWR,li1,63.7100,269.2800,1.799447
FILLER_95_122,VPWR,li1,62.3300,269.2800,1.799447
FILLER_95_119,VPWR,li1,60.9500,269.2800,1.799467
FILLER_95_116,VPWR,li1,59.5700,269.2800,1.799485
FILLER_95_113,VPWR,li1,58.1900,269.2800,1.799485
FILLER_95_111,VPWR,li1,56.8100,269.2800,1.799510
FILLER_95_108,VPWR,li1,55.8900,269.2800,1.799510
FILLER_95_100,VPWR,li1,51.9800,269.2800,1.799559
FILLER_95_87,VPWR,li1,46.2300,269.2800,1.799604
FILLER_95_84,VPWR,li1,44.8500,269.2800,1.799627
FILLER_95_73,VPWR,li1,39.7900,269.2800,1.799670
FILLER_95_61,VPWR,li1,34.2700,269.2800,1.799729
FILLER_95_57,VPWR,li1,31.9700,269.2800,1.799758
FILLER_95_46,VPWR,li1,27.1400,269.2800,1.799822
FILLER_95_43,VPWR,li1,25.9900,269.2800,1.799822
FILLER_95_16,VPWR,li1,13.3400,269.2800,1.799868
FILLER_95_13,VPWR,li1,12.1900,269.2800,1.799868
FILLER_95_10,VPWR,li1,10.8100,269.2800,1.799868
FILLER_95_6,VPWR,li1,8.5100,269.2800,1.799868
FILLER_95_3,VPWR,li1,7.5900,269.2800,1.799868
FILLER_94_768,VPWR,li1,359.0300,269.2800,1.796463
FILLER_94_750,VPWR,li1,351.2100,269.2800,1.796526
FILLER_94_747,VPWR,li1,349.8300,269.2800,1.796526
FILLER_94_744,VPWR,li1,348.4500,269.2800,1.796594
FILLER_94_741,VPWR,li1,347.0700,269.2800,1.796594
FILLER_94_738,VPWR,li1,345.6900,269.2800,1.796662
FILLER_94_735,VPWR,li1,344.3100,269.2800,1.796662
FILLER_94_701,VPWR,li1,328.6700,269.2800,1.798212
FILLER_94_699,VPWR,li1,327.2900,269.2800,1.798150
FILLER_94_696,VPWR,li1,326.3700,269.2800,1.798150
FILLER_94_693,VPWR,li1,324.9900,269.2800,1.798076
FILLER_94_690,VPWR,li1,323.6100,269.2800,1.798076
FILLER_94_682,VPWR,li1,319.4700,269.2800,1.797979
FILLER_94_679,VPWR,li1,318.5500,269.2800,1.797979
FILLER_94_676,VPWR,li1,317.1700,269.2800,1.797943
FILLER_94_673,VPWR,li1,315.7900,269.2800,1.797943
FILLER_94_670,VPWR,li1,314.4100,269.2800,1.797919
FILLER_94_667,VPWR,li1,313.0300,269.2800,1.797887
FILLER_94_664,VPWR,li1,311.6500,269.2800,1.797887
FILLER_94_661,VPWR,li1,310.2700,269.2800,1.797858
FILLER_94_658,VPWR,li1,308.8900,269.2800,1.797858
FILLER_94_635,VPWR,li1,298.0800,269.2800,1.797840
FILLER_94_632,VPWR,li1,296.9300,269.2800,1.797840
FILLER_94_629,VPWR,li1,295.5500,269.2800,1.797848
FILLER_94_626,VPWR,li1,294.1700,269.2800,1.797848
FILLER_94_616,VPWR,li1,289.5700,269.2800,1.797865
FILLER_94_613,VPWR,li1,288.1900,269.2800,1.797872
FILLER_94_610,VPWR,li1,286.8100,269.2800,1.797878
FILLER_94_607,VPWR,li1,285.4300,269.2800,1.797878
FILLER_94_604,VPWR,li1,284.0500,269.2800,1.797887
FILLER_94_601,VPWR,li1,282.6700,269.2800,1.797894
FILLER_94_598,VPWR,li1,281.2900,269.2800,1.797894
FILLER_94_595,VPWR,li1,279.9100,269.2800,1.797902
FILLER_94_592,VPWR,li1,278.5300,269.2800,1.797909
FILLER_94_589,VPWR,li1,277.1500,269.2800,1.797909
FILLER_94_580,VPWR,li1,273.0100,269.2800,1.797929
FILLER_94_571,VPWR,li1,268.4100,269.2800,1.797959
FILLER_94_568,VPWR,li1,267.4900,269.2800,1.797975
FILLER_94_565,VPWR,li1,266.1100,269.2800,1.797975
FILLER_94_562,VPWR,li1,264.7300,269.2800,1.797992
FILLER_94_559,VPWR,li1,263.3500,269.2800,1.798009
FILLER_94_556,VPWR,li1,261.9700,269.2800,1.798009
FILLER_94_553,VPWR,li1,260.5900,269.2800,1.798033
FILLER_94_550,VPWR,li1,259.2100,269.2800,1.798033
FILLER_94_542,VPWR,li1,255.0700,269.2800,1.798076
FILLER_94_539,VPWR,li1,254.1500,269.2800,1.798076
FILLER_94_536,VPWR,li1,252.7700,269.2800,1.798092
FILLER_94_533,VPWR,li1,251.3900,269.2800,1.798108
FILLER_94_530,VPWR,li1,249.7800,269.2800,1.798124
FILLER_94_527,VPWR,li1,248.6300,269.2800,1.798124
FILLER_94_524,VPWR,li1,247.2500,269.2800,1.798142
FILLER_94_521,VPWR,li1,245.8700,269.2800,1.798166
FILLER_94_518,VPWR,li1,244.4900,269.2800,1.798166
FILLER_94_515,VPWR,li1,243.1100,269.2800,1.798195
FILLER_94_512,VPWR,li1,241.7300,269.2800,1.798195
FILLER_94_504,VPWR,li1,238.0500,269.2800,1.798238
FILLER_94_501,VPWR,li1,236.6700,269.2800,1.798265
FILLER_94_498,VPWR,li1,235.2900,269.2800,1.798294
FILLER_94_495,VPWR,li1,233.9100,269.2800,1.798294
FILLER_94_492,VPWR,li1,232.5300,269.2800,1.798319
FILLER_94_489,VPWR,li1,231.1500,269.2800,1.798351
FILLER_94_486,VPWR,li1,229.7700,269.2800,1.798351
FILLER_94_483,VPWR,li1,228.3900,269.2800,1.798391
FILLER_94_480,VPWR,li1,227.0100,269.2800,1.798391
FILLER_94_477,VPWR,li1,225.6300,269.2800,1.798425
FILLER_94_473,VPWR,li1,223.7900,269.2800,1.798460
FILLER_94_470,VPWR,li1,222.4100,269.2800,1.798460
FILLER_94_467,VPWR,li1,221.0300,269.2800,1.798501
FILLER_94_464,VPWR,li1,219.6500,269.2800,1.798501
FILLER_94_461,VPWR,li1,218.2700,269.2800,1.798532
FILLER_94_458,VPWR,li1,216.8900,269.2800,1.798571
FILLER_94_455,VPWR,li1,215.5100,269.2800,1.798571
FILLER_94_445,VPWR,li1,210.4500,269.2800,1.798673
FILLER_94_442,VPWR,li1,209.5300,269.2800,1.798722
FILLER_94_439,VPWR,li1,208.1500,269.2800,1.798722
FILLER_94_436,VPWR,li1,206.7700,269.2800,1.798763
FILLER_94_433,VPWR,li1,205.3900,269.2800,1.798817
FILLER_94_430,VPWR,li1,204.0100,269.2800,1.798817
FILLER_94_421,VPWR,li1,199.6400,269.2800,1.798940
FILLER_94_389,VPWR,li1,184.9200,269.2800,1.799324
FILLER_94_386,VPWR,li1,183.7700,269.2800,1.799399
FILLER_94_383,VPWR,li1,182.3900,269.2800,1.799399
FILLER_94_380,VPWR,li1,181.0100,269.2800,1.799466
FILLER_94_377,VPWR,li1,179.6300,269.2800,1.799522
FILLER_94_374,VPWR,li1,178.2500,269.2800,1.799522
FILLER_94_371,VPWR,li1,176.8700,269.2800,1.799606
FILLER_94_368,VPWR,li1,175.4900,269.2800,1.799606
FILLER_94_365,VPWR,li1,174.1100,269.2800,1.799585
FILLER_94_353,VPWR,li1,168.5900,269.2800,1.799543
FILLER_94_333,VPWR,li1,159.1600,269.2800,1.799472
FILLER_94_309,VPWR,li1,148.3500,269.2800,1.799404
FILLER_94_307,VPWR,li1,146.9700,269.2800,1.799404
FILLER_94_304,VPWR,li1,146.0500,269.2800,1.799390
FILLER_94_256,VPWR,li1,123.9700,269.2800,1.799294
FILLER_94_253,VPWR,li1,122.5900,269.2800,1.799287
FILLER_94_230,VPWR,li1,111.7800,269.2800,1.799262
FILLER_94_227,VPWR,li1,110.6300,269.2800,1.799259
FILLER_94_224,VPWR,li1,109.2500,269.2800,1.799259
FILLER_94_221,VPWR,li1,107.8700,269.2800,1.799256
FILLER_94_203,VPWR,li1,99.1300,269.2800,1.799244
FILLER_94_197,VPWR,li1,96.8300,269.2800,1.799242
FILLER_94_168,VPWR,li1,83.2600,269.2800,1.799283
FILLER_94_165,VPWR,li1,82.1100,269.2800,1.799295
FILLER_94_162,VPWR,li1,80.7300,269.2800,1.799295
FILLER_94_127,VPWR,li1,64.4000,269.2800,1.799429
FILLER_94_108,VPWR,li1,55.6600,269.2800,1.799510
FILLER_94_88,VPWR,li1,46.4600,269.2800,1.799604
FILLER_94_85,VPWR,li1,45.3100,269.2800,1.799627
FILLER_94_83,VPWR,li1,43.9300,269.2800,1.799627
FILLER_94_80,VPWR,li1,43.0100,269.2800,1.799651
FILLER_94_77,VPWR,li1,41.6300,269.2800,1.799651
FILLER_94_74,VPWR,li1,40.2500,269.2800,1.799670
FILLER_94_44,VPWR,li1,25.9900,269.2800,1.799822
FILLER_94_29,VPWR,li1,19.5500,269.2800,1.799870
FILLER_94_25,VPWR,li1,17.7100,269.2800,1.799869
FILLER_94_15,VPWR,li1,12.6500,269.2800,1.799868
FILLER_94_12,VPWR,li1,11.7300,269.2800,1.799868
FILLER_94_9,VPWR,li1,10.3500,269.2800,1.799868
FILLER_94_6,VPWR,li1,8.9700,269.2800,1.799868
FILLER_94_3,VPWR,li1,7.5900,269.2800,1.799868
FILLER_93_744,VPWR,li1,348.4500,263.8400,1.795783
FILLER_93_735,VPWR,li1,344.0800,263.8400,1.796155
FILLER_93_732,VPWR,li1,342.9300,263.8400,1.796408
FILLER_93_729,VPWR,li1,341.5500,263.8400,1.796633
FILLER_93_727,VPWR,li1,340.1700,263.8400,1.796633
FILLER_93_724,VPWR,li1,339.2500,263.8400,1.796942
FILLER_93_721,VPWR,li1,337.8700,263.8400,1.796942
FILLER_93_718,VPWR,li1,336.4900,263.8400,1.797332
FILLER_93_715,VPWR,li1,335.1100,263.8400,1.797332
FILLER_93_712,VPWR,li1,333.7300,263.8400,1.797721
FILLER_93_709,VPWR,li1,332.3500,263.8400,1.797721
FILLER_93_700,VPWR,li1,327.9800,263.8400,1.798296
FILLER_93_697,VPWR,li1,326.8300,263.8400,1.798296
FILLER_93_694,VPWR,li1,325.4500,263.8400,1.798261
FILLER_93_691,VPWR,li1,324.0700,263.8400,1.798261
FILLER_93_688,VPWR,li1,322.6900,263.8400,1.798232
FILLER_93_685,VPWR,li1,321.3100,263.8400,1.798196
FILLER_93_682,VPWR,li1,319.9300,263.8400,1.798196
FILLER_93_679,VPWR,li1,318.5500,263.8400,1.798174
FILLER_93_676,VPWR,li1,317.1700,263.8400,1.798148
FILLER_93_673,VPWR,li1,315.7900,263.8400,1.798148
FILLER_93_664,VPWR,li1,311.6500,263.8400,1.798096
FILLER_93_661,VPWR,li1,310.2700,263.8400,1.798081
FILLER_93_658,VPWR,li1,308.8900,263.8400,1.798081
FILLER_93_655,VPWR,li1,307.5100,263.8400,1.798068
FILLER_93_652,VPWR,li1,306.1300,263.8400,1.798051
FILLER_93_649,VPWR,li1,304.7500,263.8400,1.798051
FILLER_93_646,VPWR,li1,303.3700,263.8400,1.798038
FILLER_93_637,VPWR,li1,299.0000,263.8400,1.798008
FILLER_93_634,VPWR,li1,297.8500,263.8400,1.798008
FILLER_93_620,VPWR,li1,290.9500,263.8400,1.798011
FILLER_93_617,VPWR,li1,290.0300,263.8400,1.798011
FILLER_93_596,VPWR,li1,280.1400,263.8400,1.798057
FILLER_93_593,VPWR,li1,278.9900,263.8400,1.798057
FILLER_93_590,VPWR,li1,277.6100,263.8400,1.798071
FILLER_93_582,VPWR,li1,273.7000,263.8400,1.798095
FILLER_93_579,VPWR,li1,272.5500,263.8400,1.798095
FILLER_93_576,VPWR,li1,271.1700,263.8400,1.798112
FILLER_93_573,VPWR,li1,269.7900,263.8400,1.798126
FILLER_93_570,VPWR,li1,268.4100,263.8400,1.798126
FILLER_93_567,VPWR,li1,267.0300,263.8400,1.798146
FILLER_93_564,VPWR,li1,265.6500,263.8400,1.798146
FILLER_93_561,VPWR,li1,264.2700,263.8400,1.798160
FILLER_93_559,VPWR,li1,262.8900,263.8400,1.798177
FILLER_93_556,VPWR,li1,261.9700,263.8400,1.798177
FILLER_93_553,VPWR,li1,260.5900,263.8400,1.798195
FILLER_93_546,VPWR,li1,257.1400,263.8400,1.798223
FILLER_93_543,VPWR,li1,255.9900,263.8400,1.798247
FILLER_93_540,VPWR,li1,254.6100,263.8400,1.798247
FILLER_93_523,VPWR,li1,246.3300,263.8400,1.798331
FILLER_93_520,VPWR,li1,245.4100,263.8400,1.798351
FILLER_93_517,VPWR,li1,244.0300,263.8400,1.798371
FILLER_93_514,VPWR,li1,242.6500,263.8400,1.798371
FILLER_93_508,VPWR,li1,239.4300,263.8400,1.798407
FILLER_93_505,VPWR,li1,238.5100,263.8400,1.798442
FILLER_93_503,VPWR,li1,237.1300,263.8400,1.798442
FILLER_93_500,VPWR,li1,236.2100,263.8400,1.798477
FILLER_93_497,VPWR,li1,234.8300,263.8400,1.798477
FILLER_93_494,VPWR,li1,233.4500,263.8400,1.798521
FILLER_93_491,VPWR,li1,232.0700,263.8400,1.798521
FILLER_93_488,VPWR,li1,230.6900,263.8400,1.798566
FILLER_93_485,VPWR,li1,229.3100,263.8400,1.798566
FILLER_93_482,VPWR,li1,227.9300,263.8400,1.798612
FILLER_93_479,VPWR,li1,226.5500,263.8400,1.798612
FILLER_93_476,VPWR,li1,225.1700,263.8400,1.798644
FILLER_93_473,VPWR,li1,223.7900,263.8400,1.798684
FILLER_93_470,VPWR,li1,222.4100,263.8400,1.798684
FILLER_93_467,VPWR,li1,221.0300,263.8400,1.798716
FILLER_93_464,VPWR,li1,219.6500,263.8400,1.798757
FILLER_93_461,VPWR,li1,218.2700,263.8400,1.798757
FILLER_93_458,VPWR,li1,216.8900,263.8400,1.798806
FILLER_93_455,VPWR,li1,215.5100,263.8400,1.798806
FILLER_93_452,VPWR,li1,214.1300,263.8400,1.798856
FILLER_93_449,VPWR,li1,212.7500,263.8400,1.798856
FILLER_93_445,VPWR,li1,210.9100,263.8400,1.798888
FILLER_93_442,VPWR,li1,209.5300,263.8400,1.798940
FILLER_93_439,VPWR,li1,208.1500,263.8400,1.798940
FILLER_93_434,VPWR,li1,205.6200,263.8400,1.798987
FILLER_93_431,VPWR,li1,204.4700,263.8400,1.799037
FILLER_93_428,VPWR,li1,203.0900,263.8400,1.799037
FILLER_93_425,VPWR,li1,201.7100,263.8400,1.799074
FILLER_93_422,VPWR,li1,200.3300,263.8400,1.799120
FILLER_93_412,VPWR,li1,195.7300,263.8400,1.799211
FILLER_93_409,VPWR,li1,194.3500,263.8400,1.799253
FILLER_93_406,VPWR,li1,192.9700,263.8400,1.799253
FILLER_93_403,VPWR,li1,191.5900,263.8400,1.799294
FILLER_93_393,VPWR,li1,186.9900,263.8400,1.799410
FILLER_93_389,VPWR,li1,185.1500,263.8400,1.799463
FILLER_93_386,VPWR,li1,183.7700,263.8400,1.799463
FILLER_93_376,VPWR,li1,178.9400,263.8400,1.799576
FILLER_93_367,VPWR,li1,174.5700,263.8400,1.799679
FILLER_93_357,VPWR,li1,170.2000,263.8400,1.799643
FILLER_93_354,VPWR,li1,169.0500,263.8400,1.799623
FILLER_93_351,VPWR,li1,167.6700,263.8400,1.799623
FILLER_93_342,VPWR,li1,163.0700,263.8400,1.799581
FILLER_93_337,VPWR,li1,161.0000,263.8400,1.799565
FILLER_93_335,VPWR,li1,159.8500,263.8400,1.799565
FILLER_93_308,VPWR,li1,147.6600,263.8400,1.799479
FILLER_93_305,VPWR,li1,146.5100,263.8400,1.799479
FILLER_93_295,VPWR,li1,141.4500,263.8400,1.799458
FILLER_93_284,VPWR,li1,136.6200,263.8400,1.799443
FILLER_93_281,VPWR,li1,135.4700,263.8400,1.799438
FILLER_93_278,VPWR,li1,133.8600,263.8400,1.799438
FILLER_93_275,VPWR,li1,132.7100,263.8400,1.799435
FILLER_93_263,VPWR,li1,127.1900,263.8400,1.799427
FILLER_93_254,VPWR,li1,122.5900,263.8400,1.799422
FILLER_93_222,VPWR,li1,108.1000,263.8400,1.799427
FILLER_93_219,VPWR,li1,106.9500,263.8400,1.799429
FILLER_93_208,VPWR,li1,101.6600,263.8400,1.799434
FILLER_93_205,VPWR,li1,100.5100,263.8400,1.799434
FILLER_93_202,VPWR,li1,99.1300,263.8400,1.799436
FILLER_93_169,VPWR,li1,83.4900,263.8400,1.799461
FILLER_93_165,VPWR,li1,82.1100,263.8400,1.799465
FILLER_93_162,VPWR,li1,80.7300,263.8400,1.799470
FILLER_93_159,VPWR,li1,79.3500,263.8400,1.799470
FILLER_93_149,VPWR,li1,74.5200,263.8400,1.799483
FILLER_93_146,VPWR,li1,73.3700,263.8400,1.799490
FILLER_93_134,VPWR,li1,67.8500,263.8400,1.799509
FILLER_93_116,VPWR,li1,59.1100,263.8400,1.799552
FILLER_93_113,VPWR,li1,58.1900,263.8400,1.799552
FILLER_93_109,VPWR,li1,56.3500,263.8400,1.799560
FILLER_93_95,VPWR,li1,49.9100,263.8400,1.799603
FILLER_93_53,VPWR,li1,30.5900,263.8400,1.799773
FILLER_93_16,VPWR,li1,13.3400,263.8400,1.799846
FILLER_93_13,VPWR,li1,12.1900,263.8400,1.799844
FILLER_93_10,VPWR,li1,10.8100,263.8400,1.799844
FILLER_93_6,VPWR,li1,8.5100,263.8400,1.799844
FILLER_93_3,VPWR,li1,7.5900,263.8400,1.799844
FILLER_92_775,VPWR,li1,362.4800,263.8400,1.795605
FILLER_92_772,VPWR,li1,361.3300,263.8400,1.795605
FILLER_92_769,VPWR,li1,359.9500,263.8400,1.795605
FILLER_92_757,VPWR,li1,353.9700,263.8400,1.795628
FILLER_92_740,VPWR,li1,346.6100,263.8400,1.795947
